"s1"	"s2"	"similirity"
"Alloascoidea_hylecoeti.txt"	"Ambrosiozyma_kashinagacola.txt"	0.84640831758034
"Alloascoidea_hylecoeti.txt"	"Ambrosiozyma_monospora.txt"	0.838967136150235
"Alloascoidea_hylecoeti.txt"	"Arthrobotrys_oligospora.txt"	0.711409395973154
"Alloascoidea_hylecoeti.txt"	"Arxula_adeninivorans.txt"	0.832599118942731
"Alloascoidea_hylecoeti.txt"	"Ascoidea_asiatica.txt"	0.842355175688509
"Alloascoidea_hylecoeti.txt"	"Ascoidea_rubescens.txt"	0.834125475285171
"Alloascoidea_hylecoeti.txt"	"Ashbya_aceri.txt"	0.782567503552819
"Alloascoidea_hylecoeti.txt"	"Aspergillus_nidulans.txt"	0.657245080500894
"Alloascoidea_hylecoeti.txt"	"Babjeviella_inositovora.txt"	0.856022150438394
"Alloascoidea_hylecoeti.txt"	"Botrytis_cinerea.txt"	0.64038676087765
"Alloascoidea_hylecoeti.txt"	"Brettanomyces_anomalus.txt"	0.835227272727273
"Alloascoidea_hylecoeti.txt"	"Candida_albicans.txt"	0.831870669745958
"Alloascoidea_hylecoeti.txt"	"Candida_apicola.txt"	0.796052631578947
"Alloascoidea_hylecoeti.txt"	"Candida_arabinofermentans.txt"	0.852342640795078
"Alloascoidea_hylecoeti.txt"	"Candida_auris.txt"	0.823887587822014
"Alloascoidea_hylecoeti.txt"	"Candida_boidinii_JCM9604.txt"	0.823881973259567
"Alloascoidea_hylecoeti.txt"	"Candida_carpophila.txt"	0.814831665150136
"Alloascoidea_hylecoeti.txt"	"Candida_dubliniensis.txt"	0.834409594095941
"Alloascoidea_hylecoeti.txt"	"Candida_glabrata.txt"	0.773085846867749
"Alloascoidea_hylecoeti.txt"	"Candida_homilentoma.txt"	0.83364312267658
"Alloascoidea_hylecoeti.txt"	"Candida_infanticola.txt"	0.813114754098361
"Alloascoidea_hylecoeti.txt"	"Candida_intermedia.txt"	0.820559062218215
"Alloascoidea_hylecoeti.txt"	"Candida_orthopsilosis.txt"	0.833642261353105
"Alloascoidea_hylecoeti.txt"	"Candida_parapsilosis.txt"	0.827490774907749
"Alloascoidea_hylecoeti.txt"	"Candida_sojae.txt"	0.777986829727187
"Alloascoidea_hylecoeti.txt"	"Candida_sorboxylosa.txt"	0.800381133873273
"Alloascoidea_hylecoeti.txt"	"Candida_succiphila.txt"	0.835667600373483
"Alloascoidea_hylecoeti.txt"	"Candida_tanzawaensis.txt"	0.841532639545885
"Alloascoidea_hylecoeti.txt"	"Candida_tenuis.txt"	0.817347407067462
"Alloascoidea_hylecoeti.txt"	"Candida_tropicalis.txt"	0.844070961718021
"Alloascoidea_hylecoeti.txt"	"Candida_versatilis.txt"	0.796985815602837
"Alloascoidea_hylecoeti.txt"	"Clavispora_lusitaniae.txt"	0.826147426981919
"Alloascoidea_hylecoeti.txt"	"Coccidioides_immitis.txt"	0.697265625
"Alloascoidea_hylecoeti.txt"	"Cyberlindnera_fabianii_JCM3601.txt"	0.838328792007266
"Alloascoidea_hylecoeti.txt"	"Cyberlindnera_jadinii.txt"	0.830009066183137
"Alloascoidea_hylecoeti.txt"	"Debaryomyces_hansenii.txt"	0.82408236347359
"Alloascoidea_hylecoeti.txt"	"Dekkera_bruxellensis.txt"	0.82877358490566
"Alloascoidea_hylecoeti.txt"	"Eremothecium_coryli.txt"	0.771683075480544
"Alloascoidea_hylecoeti.txt"	"Eremothecium_cymbalariae.txt"	0.767245424683247
"Alloascoidea_hylecoeti.txt"	"Eremothecium_gossypii.txt"	0.787264150943396
